FID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,species_na,code,Shape_Leng,Shape_Area,area
97,44584,Rhinobatos planiceps,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,planiceps,DD,194.5353732,30.22372137,369912
98,63110,Atlantoraja platana,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Atlantoraja,platana,VU,87.48895106,49.86449418,501713
99,63141,Oxynotus centrina,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,OXYNOTIDAE,Oxynotus,centrina,VU,1459.695175,482.1887946,4577940
100,41836,Negaprion acutidens,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Negaprion,acutidens,VU,2408.870958,930.5806482,11117000
101,195466,Notoraja lira,1,1,1,IUCN,2011,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Notoraja,lira,LC,9.13049529,6.598771695,72609
102,44186,Aptychotrema vincentiana,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Aptychotrema,vincentiana,LC,199.8781429,71.83092124,751320
103,60189,Hydrolagus alberti,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,alberti,DD,356.6406914,144.5309985,1692000
104,46864,Centroselachus crepidater,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroselachus,crepidater,LC,1011.813947,408.500625,3891690
105,44582,Psammobatis bergi,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Psammobatis,bergi,LC,64.94460414,17.57588094,185134
106,60239,Etmopterus hillianus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,hillianus,LC,245.8275565,81.98350637,902254
107,41833,Mobula japanica,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,japanica,NT,2118.25794,703.1063932,7996420
108,39393,Pristis zijsron,1,1,1,Lindsay Davidson,2012,IUCN SSG, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,PRISTIDAE,Pristis,zijsron,CR,11.8011786,0.200564909,2440.949951
161,41730,Atelomycterus marmoratus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Atelomycterus,marmoratus,NT,1466.049659,418.688374,5035200
162,44588,Scyliorhinus besnardi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,besnardi,DD,41.75662133,17.55567454,180199
163,161420,Brochiraja spinifera,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,spinifera,DD,96.33417846,31.84552587,286688
164,161479,Galeus arae,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,arae,LC,392.0568243,129.7020252,1439120
165,161353,Potamotrygon falkneri,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,Potamotrygon,falkneri,DD,88.3684422,65.48958033,753916
166,44228,Bythaelurus hispidus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,hispidus,DD,59.91592252,24.05956754,291417
167,161551,Deania profundorum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,profundorum,LC,361.001323,97.72110847,1166760
168,11200,Lamna nasus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,VU,4914.257277,12455.12859,101209000
169,165303,Potamotrygon ocellata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,Potamotrygon,ocellata,DD,15.91631451,3.588970557,44171
170,161501,Iago omanensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Iago,omanensis,LC,478.3487864,172.4757151,2013750
171,161566,Himantura gerrardi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Himantura,gerrardi,VU,2.504191975,0.45172503,5252.02002
173,39359,Mustelus canis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,canis,NT,976.025905,457.85437,5016060
174,161421,Okamejei heemstrai,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Okamejei,heemstrai,DD,33.06534375,4.87996936,59184.5
175,161393,Dipturus gigas,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,gigas,DD,127.7505412,44.78558179,482822
176,161558,Squatina japonica,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUATINIFORMES,SQUATINIDAE,Squatina,japonica,VU,457.9259491,154.5492543,1585340
177,44563,Centrophorus isodon,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,isodon,DD,153.6601851,72.20348347,862569
178,161395,Triakis scyllium,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Triakis,scyllium,LC,548.0847553,145.7919785,1485350
179,18175,Pristis pectinata,4,1,1,Lindsay Davidson,2012,IUCN SSG, , , , ,Pristis pectinata Eastern Atlantic,Possibly Extinct, ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,PRISTIDAE,Pristis,pectinata,CR,36.43382678,2.296609944,27891.80078
266,44566,Pseudotriakis microdon,1,1,1,IUCN Marine Biodiversity/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PSEUDOTRIAKIDAE,Pseudotriakis,microdon,LC,1306.117536,510.9648066,4890080
267,39415,Aetobatus narinari,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MYLIOBATIDAE,Aetobatus,narinari,NT,5471.36172,2136.060044,25432200
268,161516,Gymnura tentaculata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,tentaculata,DD,133.3786474,42.64521608,502846
269,61398,Atlantoraja cyclophora,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Atlantoraja,cyclophora,VU,67.60996035,32.74557596,349969
270,41805,Etmopterus dianthus,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,dianthus,LC,10.75342418,4.549697609,52796.60156
271,161656,Fenestraja sinusmexicanus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,sinusmexicanus,DD,116.4385276,26.55082912,300013
272,161498,Galeus springeri,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,springeri,DD,13.83673302,2.383310146,27636.19922
273,44218,Apristurus macrorhynchus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,macrorhynchus,DD,118.7633875,37.13761499,404113
274,60086,Urolophus armatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Urolophus,armatus,DD,23.1637139,2.188572294,26892.5
275,44642,Sympterygia acuta,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Sympterygia,acuta,VU,67.06969133,14.30247128,151420
276,60217,Carcharhinus perezi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,perezi,NT,948.7741374,319.5991693,3710040
277,195421,Asymbolus galacticus,1,1,1,IUCN,2011,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Asymbolus,galacticus,LC,5.911092741,2.77301657,30673.19922
278,161642,Fenestraja plutonia,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,plutonia,DD,102.0866222,20.49506146,236596
279,161745,Temera hardwickii,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,Temera,hardwickii,VU,90.87200987,7.772292767,94567.5
280,44639,Apristurus riveri,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,riveri,DD,439.0622174,150.530951,1728660
281,60158,Dasyatis sabina,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,sabina,LC,288.1521139,66.81527955,734381
282,44565,Mitsukurina owstoni,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,MITSUKURINIDAE,Mitsukurina,owstoni,LC,549.7588383,205.0815738,2212110
283,161406,Galeus sauteri,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,sauteri,DD,433.3152541,116.0322862,1331480
284,161640,Mustelus lunulatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,lunulatus,LC,243.7529001,83.34483741,948013
285,60103,Urolophus piperatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Urolophus,piperatus,LC,14.77160628,2.738371098,31888.40039
286,3851,Carcharhinus limbatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,NT,5262.254689,1798.477291,20813000
287,44603,Euprotomicroides zantedeschia,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Euprotomicroides,zantedeschia,DD,62.31105768,40.24036991,419325
288,161655,Irolita waitii,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Irolita,waitii,LC,85.39542125,36.15670089,372786
289,161373,Rhinobatos percellens,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,percellens,NT,252.1184858,53.40682522,643284
290,161593,Heteronarce prabhui,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,Heteronarce,prabhui,DD,2.509933611,0.336949082,4102.109863
291,195446,Dipturus endeavouri,1,1,1,IUCN,2011,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,endeavouri,NT,27.45025246,6.626737564,71255.79688
292,42726,Squalus nasutus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,nasutus,DD,103.7846843,35.26757172,410568
293,41804,Etmopterus caudistigmus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,caudistigmus,LC,13.49223593,4.719923808,53099.69922
294,14134431,Gymnura crebripunctata,1,1,1,IUCN,2012,International Union for Conservation of Nature, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,crebripunctata,DD,262.3992696,90.4264038,1050690
295,161425,Raja undulata,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,undulata,EN,673.1624973,218.5620002,2107560
296,161453,Dasyatis pastinaca,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,pastinaca,DD,1036.590458,256.7295624,2391480
297,63104,Hydrolagus mirabilis,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,mirabilis,NT,223.7796319,81.38964719,779724
298,44576,Bathyraja longicauda,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,longicauda,DD,5.90434988,0.805960686,8976.360352
299,63112,Bathyraja papilonifera,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,papilonifera,DD,166.738639,108.5285407,936159
300,41825,Heterodontus zebra,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,HETERODONTIFORMES,HETERODONTIDAE,Heterodontus,zebra,LC,1106.010572,366.4998752,4199480
301,161695,Chaenogaleus macrostoma,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,Chaenogaleus,macrostoma,VU,846.4908091,286.2049249,3393390
302,42704,Apristurus australis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,australis,DD,165.4467511,80.77719306,856566
303,161475,Hydrolagus lusitanicus,1,1,1,GMSA,2015,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,lusitanicus,LC,19.7549758,7.450549218,72111.20313
304,161725,Okamejei schmidti,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Okamejei,schmidti,DD,62.55541653,15.82486432,168553
305,195449,Dipturus healdi,1,1,1,IUCN Marine Biodiversity/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,healdi,LC,17.60064555,14.70310021,173719
306,195477,Sinobatis bulbicauda,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Sinobatis,bulbicauda,LC,59.16764706,27.13957063,318250
307,161565,Dipturus garricki,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,garricki,DD,32.00105914,5.347074468,59591.89844
308,161720,Heterodontus omanensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,HETERODONTIFORMES,HETERODONTIDAE,Heterodontus,omanensis,DD,5.009847006,0.696058027,8047.390137
309,41743,Callorhinchus milii,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CALLORHINCHIDAE,Callorhinchus,milii,LC,360.5732545,124.0076285,1188820
310,161636,Okamejei acutispina,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Okamejei,acutispina,DD,330.5547931,102.7598826,1128450
311,39402,Potamotrygon henlei,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,Potamotrygon,henlei,LC,132.12143,20.33663814,245875
312,161524,Carcharhinus isodon,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,isodon,LC,586.8337189,133.9663093,1469070
313,161714,Heterodontus japonicus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,HETERODONTIFORMES,HETERODONTIDAE,Heterodontus,japonicus,LC,524.2566621,173.1418427,1767250
314,42706,Cephaloscyllium albipinnum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,albipinnum,NT,83.43256924,38.08673637,366617
315,161605,Notoraja tobitukai,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Notoraja,tobitukai,DD,93.04089073,38.39537316,416389
316,161379,Sinobatis borneensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Sinobatis,borneensis,LC,108.1930168,50.14818529,584082
317,161317,Benthobatis marcida,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Benthobatis,marcida,LC,39.08802693,11.69021353,129873
318,44610,Dipturus stenorhynchus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,stenorhynchus,DD,5.100891968,0.504787324,5593.959961
319,161657,Potamotrygon histrix,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,Potamotrygon,histrix,DD,139.1778261,147.9587109,1666010
320,60124,Myliobatis hamlyni,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MYLIOBATIDAE,Myliobatis,hamlyni,EN,5.933690023,1.068744008,12270.7002
321,161684,Rhinobatos petiti,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,petiti,DD,17.08299407,1.541254378,17776.19922
322,161462,Bathyraja diplotaenia,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,diplotaenia,LC,33.46951652,14.91051018,140883
323,60160,Dasyatis zugei,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,zugei,NT,1259.374867,102.7451557,1211390
324,39362,Triakis megalopterus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Triakis,megalopterus,NT,114.7697837,42.1679099,454885
